name,street,houseNumber,postalCode,city,country,coordinats/0,coordinats/1
Parafia Rzymskokatolicka Świętego Michała Archanioła,Warszawska 22,22,49-200,Grodków,Poland,50.6983439,17.3825857
Parafia Rzymskokatolicka Świętych Apostołów Szymona i Judy Tadeusza,Jędrzejów 105,105,49-200,Jędrzejów,Poland,50.6394435,20.3046116
Parafia Rzymskokatolicka Świętego Jerzego,Kobiela 26,26,49-200,Kobiela,Poland,50.6163336,17.3011894
Parafia Rzymskokatolicka Świętego Wawrzyńca,Kolnica 14a,14a,49-200,Kolnica,Poland,52.0902778,18.5963889
Parafia Rzymskokatolicka Świętego Stanisława Biskupa,Przylesie 38,38,49-351,Przylesie,Poland,51.73036,19.6165897
Parafia Rzymskokatolicka Świętego Michała Archanioła,Wierzbnik 40,40,49-200,Wierzbnik,Poland,51.0454586,21.0875944
Parafia Rzymskokatolicka Świętej Jadwigi,Żelazna 56,56,49-200,Żelazna,Poland,51.87277,20.12387
Parafia Rzymskokatolicka Świętego Bartłomieja Apostoła,Dobrego Pasterza 26,26,47-126,Kielcza,Poland,50.5723949,18.5433076
Parafia Rzymskokatolicka Niepokalanego Serca Maryi,Leśna 13,13,47-110,Kolonowskie,Poland,50.65550485,18.383806168488555
Parafia Rzymskokatolicka Zesłania Ducha Świętego,Myśliwca 2a,2a,47-113,Staniszcze Małe,Poland,50.664407,18.3152340325016
Parafia Rzymskokatolicka Świętego Karola Boromeusza,Kościelna 11,11,47-113,Staniszcze Wielkie,Poland,50.649504,18.3508448
Parafia Rzymskokatolicka Świętej Rodziny,Lubliniecka 5,5,47-126,Zawadzkie,Poland,50.6137953,18.4745833
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Kościelna 1,1,47-126,Zawadzkie,Poland,50.60271035,18.485132329508193
Parafia Rzymskokatolicka Matki Boskiej Bolesnej,Księdza Wajdy 10,10,47-126,Żędowice,Poland,50.583790500000006,18.50702956641566
Parafia Rzymskokatolicka Świętej Jadwigi,Lubliniecka 31,31,42-772,Łagiewniki Małe,Poland,50.6840263,18.516376
Parafia Rzymskokatolicka Świętego Wawrzyńca,Księdza Profesora Józefa Sztonyka 62,62,49-120,Dąbrowa,Poland,50.68168205,17.74631770724478
Parafia Rzymskokatolicka Trójcy Świętej,Niemodlińska 83,83,49-156,Gracze,Poland,50.6956438,17.5416476
Parafia Rzymskokatolicka Trójcy Świętej,Opolska 3,3,48-317,Korfantów,Poland,50.48973925,17.595391609569518
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Rynek 29,29,49-100,Niemodlin,Poland,50.6427178,17.615599404849114
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Przechód 238,238,48-317,Przechód,Poland,50.5586976,17.7541539
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Rogi 16,16,49-156,Rogi,Poland,52.57377055,15.16944047099458
Parafia Rzymskokatolicka Świętego Jakuba Apostoła,ks. Jerzego Popiełuszki 3,3,49-345,Skorogoszcz,Poland,50.76182665,17.677458158689916
Parafia Rzymskokatolicka Świętego Rocha,Szkolna 5,5,49-130,Tułowice,Poland,50.5927845,17.6516782
Parafia Rzymskokatolicka Świętej Jadwigi Śląskiej,Stawowa 2,2,46-045,Bierdzany,Poland,50.8150646,18.1595453
Parafia Rzymskokatolicka Matki Boskiej Śnieżnej,Szkolna 7,7,46-034,Dąbrówka Dolna,Poland,50.948945949999995,17.919560144067255
Parafia Rzymskokatolicka Świętego Bartłomieja,Wolności 20,20,46-024,Jełowa,Poland,50.7996639,18.0734084
Parafia Rzymskokatolicka Świętej Katarzyny Aleksandryjskiej,Główna 34,34,46-045,Ligota Turawska,Poland,50.786047100000005,18.177187891835807
Parafia Rzymskokatolicka Trójcy Świętej,ks. Edgara Soremby 11,11,46-030,Murów,Poland,50.86449425,17.940649950060667
Parafia Rzymskokatolicka Świętego Józefa Robotnika,Opolska 6,6,46-045,Węgry,Poland,50.7502292,18.02014080679505
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Kościelna 7,7,46-034,Pokój,Poland,50.9008784,17.8359952
Parafia Rzymskokatolicka Świętego Rocha,Zagwiździańska 1,1,46-030,Stare Budkowice,Poland,50.864242250000004,18.0585754680625
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Górki 4,4,46-030,Zagwiździe,Poland,50.8743992,17.9750863
Parafia Rzymskokatolicka Świętego Józefa Robotnika,Wołczyńska 1A,1A,46-034,Zawiść,Poland,50.97765885,17.952961523888995
Parafia Rzymskokatolicka Świętego Franciszka z Asyżu,Ojca Alarda 3,3,46-300,Borki Wielkie,Poland,50.863927700000005,18.56673187995601
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Opolska 132,132,46-275,Chudoba,Poland,50.8627439,18.2866193
Parafia Rzymskokatolicka Trójcy Świętej,Zjednoczenia 28,28,42-793,Ciasna,Poland,50.7549562,18.61559619143597
Parafia Rzymskokatolicka Bożego Ciała,Kościelna 1,1,46-300,Olesno,Poland,50.8770369,18.420428634230753
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Dobrodzieńska 10,10,42-793,Sieraków Śląski,Poland,50.79968255,18.571956578911564
Parafia Rzymskokatolicka Świętej Marii Magdaleny,Kluczborska 23,23,46-300,Stare Olesno,Poland,50.91497285,18.347044046782976
Parafia Rzymskokatolicka Świętego Urbana,Lompy 22a,22a,42-793,Wędzina,Poland,50.83518525,18.591292386395654
Parafia Rzymskokatolicka Świętego Mikołaja i Świętej Małgorzaty,Wysoka 52,52,46-300,Wysoka,Poland,51.4211092,19.6804938
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Fabryczna 4,4,42-793,Zborowskie,Poland,50.7799254,18.6768668
Parafia Rzymskokatolicka Nawiedzenia Najświętszej Maryi Panny,Józefa Lompy 15,15,46-300,Łomnica,Poland,50.82753825,18.533547549999998
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Strzelecka 30,30,47-320,Gogolin,Poland,50.490378449999994,18.023929015014932
Parafia Rzymskokatolicka Świętej Anny i Świętego Joachima,Krapkowicka 102,102,47-320,Gogolin,Poland,50.491660550000006,17.99897227728259
Parafia Rzymskokatolicka Błogosławionego Czesława,Dworcowa 1,1,47-316,Górażdże,Poland,50.5303237,18.0088793
Parafia Rzymskokatolicka Świętego Jacka,Plac Myśliwca 30,30,47-325,Kamień Śląski,Poland,50.5396204,18.0749487
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Kościelna 25,25,46-050,Kąty Opolskie,Poland,50.55894685,17.976951710708555
Parafia Rzymskokatolicka Świętego Jana Nepomucena,Kościelna 2,2,46-050,Kosorowice,Poland,50.5695075,18.050777500000002
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Polna 11,11,47-316,Malnia,Poland,50.5150123,17.9633133
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Raszowska 3,3,46-050,Nakło,Poland,50.580366299999994,18.119731159749996
Parafia Rzymskokatolicka Świętego Michała Archanioła,Kościelna 1a,1a,47-180,Poznowice,Poland,50.51913635,18.1514169012189
Parafia Rzymskokatolicka Matki Boskiej Anielskiej,Wiejska 88a,88a,46-050,Przywory,Poland,50.5720862,17.9887117
Parafia Rzymskokatolicka Świętego Marcina Biskupa,Księdza Klimasa 18,18,46-050,Tarnów Opolski,Poland,50.573019099999996,18.084515882355937
Parafia Rzymskokatolicka Zwiastowania Najświętszej Maryi Panny,Biskupów,0,48-355,Biskupów,Poland,50.3651952,17.3028877
Parafia Rzymskokatolicka Świętego Józefa Robotnika,Bodzanów 66,66,48-340,Bodzanów,Poland,50.333217,17.387634
Parafia Rzymskokatolicka Świętego Michała Archanioła,Gierałcice 59,59,48-340,Gierałcice,Poland,51.0059854,18.071632
Parafia Rzymskokatolicka Świętego Wawrzyńca,Kościelna 4,4,48-340,Głuchołazy,Poland,50.316602149999994,17.38531292679407
Parafia Rzymskokatolicka Świętego Jerzego,Podlesie 1,1,48-340,Podlesie,Poland,49.8957113,18.6611497
Parafia Rzymskokatolicka Świętej Katarzyny Aleksandryjskiej,Babice,0,48-120,Babice,Poland,50.140922849999995,18.29138180585786
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Kościuszki 2,2,48-120,Baborów,Poland,50.1595948,17.9849722
Parafia Rzymskokatolicka Świętego Bartłomieja,Sobieskiego 22,22,48-130,Dzierżysław,Poland,50.04739305,17.967193632277862
Parafia Rzymskokatolicka Świętego Tomasza Apostoła,Kościelna 7,7,48-130,Kietrz,Poland,50.0801248,18.0014028
Parafia Rzymskokatolicka Świętego Bartłomieja,Księże Pole,0,48-133,Księże Pole,Poland,51.9706765,18.499502
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Kościelna 2,2,48-133,Nowa Cerekwia,Poland,50.0943076,17.928414415220658
Parafia Rzymskokatolicka Świętego Augustyna,Bończyka 15,15,47-470,Borucin,Poland,50.0058007,18.1540311
Parafia Rzymskokatolicka Trójcy Świętej,Janowska 29,29,47-480,Cyprzanów,Poland,50.0711259,18.11771422223853
Parafia Rzymskokatolicka Świętej Anny,Długa 20,20,47-411,Gamów,Poland,50.13377595,18.130811452125727
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Wyzwolenia 17,17,47-480,Krowiarki,Poland,50.138686,18.0846079
Parafia Rzymskokatolicka Świętego Wacława,Kościelna 5,5,47-470,Krzanowice,Poland,50.0171653,18.1201731
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Raciborska 96,96,47-480,Maków,Poland,50.1102559,18.0778329
Parafia Rzymskokatolicka Świętego Michała Archanioła,Powstańców Śląskich 86,86,47-480,Pawłów,Poland,50.108596,18.1322397
"Parafia Rzymskokatolicka Świętych Wita, Modesta i Krescencji",1 Maja 29,29,47-480,Pietrowice Wielkie,Poland,50.0856092,18.0888183
Parafia Rzymskokatolicka Świętej Rodziny,Opawska 53,53,47-470,Samborowice,Poland,50.056534,18.1224181
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Kościelna 6,6,47-475,Wojnowice,Poland,50.0545311,18.1535784
Parafia Rzymskokatolicka Nawiedzenia Najświętszej Maryi Panny,Nyska 4,4,48-300,Goświnowice,Poland,50.4875761,17.25395599369159
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Jarnołtów 18,18,48-385,Jarnołtów,Poland,51.12,16.8483333
Parafia Rzymskokatolicka Świętego Andrzeja Apostoła,1 Maja 35,35,48-388,Kamiennik,Poland,50.570652800000005,17.149378486894825
Parafia Rzymskokatolicka Matki Bożej Bolesnej,Ligota Wielka 10A,10A,48-385,Ligota Wielka,Poland,50.2767978,18.0282356
Parafia Rzymskokatolicka Świętego Mikołaja i Świętego Franciszka Ksawerego,Plac Jana Pawła II 1,1,48-385,Otmuchów,Poland,50.46503745,17.16994782004717
Parafia Rzymskokatolicka Świętego Michała Archanioła,Szklary 113,113,48-388,Szklary,Poland,50.6464718,16.8272368
Parafia Rzymskokatolicka Świętego Andrzeja Apostoła,Wójcice 135,135,48-385,Wójcice,Poland,50.4571918,17.218508782553897
Parafia Rzymskokatolicka Świętej Katarzyny Aleksandryjskiej,Łąka 72,72,48-385,Łąka,Poland,49.5414929,18.9759247
Parafia Rzymskokatolicka Trójcy Świętej,Kościelna 4,4,47-240,Bierawa,Poland,50.2793915,18.240852012395372
Parafia Rzymskokatolicka Świętego Mikołaja,Doktora Judyma 1,1,47-220,Kędzierzyn-Koźle,Poland,50.3455202,18.209684
Parafia Rzymskokatolicka Świętego Floriana,Chemików 3,3,47-223,Kędzierzyn-Koźle,Poland,50.3190327,18.24140783575269
Parafia Rzymskokatolicka Świętego Piusa X Papieża i Świętej Marii Goretti,Przyjaźni 69,69,47-225,Kędzierzyn-Koźle,Poland,50.3571219,18.2558659
Parafia Rzymskokatolicka Świętego Franciszka z Asyżu i Świętego Jacka,A. Fredry 36,36,47-230,Kędzierzyn-Koźle (Cisowa),Poland,50.3799809,18.2491188
Parafia Rzymskokatolicka Matki Bożej Bolesnej,Kłodnicka 2,2,47-206,Kędzierzyn-Koźle,Poland,50.346390299999996,18.169316088371943
Parafia Rzymskokatolicka Ducha Świętego i Najświętszej Maryi Panny Matki Kościoła,Bolesława Krzywoustego 2,2,47-232,Kędzierzyn-Koźle,Poland,50.34673655,18.229382596309293
Parafia Rzymskokatolicka Świętego Eugeniusza de Mazenod,Juliusza Ligonia 22,22,47-224,Kędzierzyn-Koźle,Poland,50.3410276,18.199891594158913
Parafia Rzymskokatolicka Świętej Katarzyny Aleksandryjskiej,Stanisława Staszica 1,1,47-230,Kędzierzyn-Koźle,Poland,50.3802945,18.3162353
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Brzozowa 21,21,47-246,Stara Kuźnia,Poland,50.2995802,18.344119949438653
Parafia Rzymskokatolicka Świętego Jana Nepomucena,Szkolna 7,7,47-223,Stare Koźle,Poland,50.30550605,18.216783963685078
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Wiejska 24,24,47-100,Dolna,Poland,50.4697886,18.237857398884685
Parafia Rzymskokatolicka Świętych Joachima i Anny,Kościelna 6,6,47-100,Dziewkowice,Poland,50.512893500000004,18.341021025281993
Parafia Rzymskokatolicka Świętej Katarzyny Aleksandryjskiej,Główna 18,18,47-175,Grodzisko,Poland,50.5829976,18.24321270869883
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Powstańców Śl. 17,17,47-180,Izbicko,Poland,50.5749845,18.1572964
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Wiejska 63,63,47-133,Jemielnica,Poland,50.54652565,18.3840467732337
Parafia Rzymskokatolicka Chrystusa Króla,Powstańców Śląskich 3A,3A,47-175,Kadłub,Poland,50.6086977,18.264044
Parafia Rzymskokatolicka Niepokalanego Poczęcia Najświętszej Maryi Panny,Kościuszki 96,96,47-133,Piotrówka,Poland,50.5655472,18.384880525631242
Parafia Rzymskokatolicka Świętego Michała,Kościelna 1,1,47-171,Rozmierz,Poland,50.55826535,18.241012133212998
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Biadaczowa,0,47-161,Rożniątów,Poland,50.5082405,18.2481741
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Bursztynowa 5,5,47-100,Strzelce Opolskie,Poland,50.509030100000004,18.28374900745369
Parafia Rzymskokatolicka Świętego Bartłomieja,Kościelna 43,43,47-171,Sucha,Poland,50.5576182,18.2228032
Parafia Rzymskokatolicka Świętych Apostołów Szymona i Judy Tadeusza,Strzelecka 5,5,47-161,Szymiszów,Poland,50.5167505,18.2492872
Parafia Rzymskokatolicka Świętej Rodziny,Szpitalna 8,8,48-140,Branice,Poland,50.0541766,17.7973716
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Kościelna 8,8,48-140,Branice,Poland,50.05166055,17.79475775114711
Parafia Rzymskokatolicka Świętego Jakuba Starszego,Długa 13,13,48-130,Nasiedle,Poland,50.0474678,17.894302619187677
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Owsiana 4,4,48-130,Pilszcz,Poland,49.9987426,17.9202273
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Wysoka 20,20,48-140,Wysoka,Poland,50.1150037,18.7111602
Parafia Rzymskokatolicka Trójcy Świętej,Włodzienin 138,138,48-140,Włodzienin,Poland,50.1199784,17.8276405
Parafia Rzymskokatolicka Świętych Apostołów Andrzeja i Jakuba,Pawłowiczki 1,1,47-280,Pawłowiczki,Poland,50.2434802,18.05185527653822
Parafia Rzymskokatolicka Świętej Jadwigi,Główna 46,46,47-280,Radoszowy,Poland,50.2081314,18.0410569
Parafia Rzymskokatolicka Świętej Małgorzaty Dziewicy i Męczennicy,Spółdzielcza 25,25,48-250,Twardawa,Poland,50.3438634,17.987214
Parafia Rzymskokatolicka Świętego Walentego,Opolska 61,61,47-344,Walce,Poland,50.3732169,18.00259483943507
Parafia Rzymskokatolicka Świętego Jerzego,Kamienica 89,89,48-370,Kamienica,Poland,50.9126798,15.5197177
Parafia Rzymskokatolicka Świętego Marcina Biskupa,Lipniki 101,101,48-388,Lipniki,Poland,51.1783333,16.1430556
Parafia Rzymskokatolicka Świętej Anny,Maciejowice 43,43,48-385,Maciejowice,Poland,51.6926157,21.5535895
Parafia Rzymskokatolicka Świętego Jana Apostoła i Ewangelisty,Kościelna 13,13,48-370,Paczków,Poland,50.4630152,17.007460790252296
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Biedrzychowice 117,117,48-250,Biedrzychowice,Poland,51.7353174,15.1378738
Parafia Rzymskokatolicka Świętej Anny,Golczowice 2,2,48-250,Golczowice,Poland,50.36151955,19.60250595
Parafia Rzymskokatolicka Świętego Bartłomieja,Kościelna 2,2,48-250,Głogówek,Poland,50.3528326,17.859943190585945
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Kazimierz 78,78,48-250,Kazimierz,Poland,50.2897317,19.2298507
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Zwycięstwa 39,39,48-250,Racławice Śląskie,Poland,50.311823649999994,17.77357192211221
Parafia Rzymskokatolicka Świętej Katarzyny Aleksandryjskiej,Wiejska 32,32,47-344,Rozkochów,Poland,50.3693615,17.9409949
Parafia Rzymskokatolicka Świętego Jakuba Starszego,Wolności 75,75,48-231,Lubrza,Poland,50.33540094999999,17.629105407912412
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Moszczanka 91a,91a,48-200,Moszczanka,Poland,50.3016568,17.4897442
Parafia Rzymskokatolicka Świętego Michała Archanioła,Plac Farny 2,2,48-200,Prudnik,Poland,50.3203225,17.579904685914634
Parafia Rzymskokatolicka Miłosierdzia Bożego,Księdza Skowrońskiego 35,35,48-200,Prudnik,Poland,50.3223938,17.5957634
Parafia Rzymskokatolicka Matki Boskiej Częstochowskiej,Jana Pawła II 6,6,48-200,Łąka Prudnicka,Poland,50.312217849999996,17.532996848863583
Parafia Rzymskokatolicka Matki Bożej Różańcowej,Opolska 18a,18a,46-040,Schodnia,Poland,50.67600575,18.18696957713857
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,1 Maja 7,7,46-053,Suchy Bór,Poland,50.650402400000004,18.040881752830337
Parafia Rzymskokatolicka Świętego Mikołaja,Plac 1 Maja 19,19,46-042,Szczedrzyk,Poland,50.7042644,18.1516594
Parafia Rzymskokatolicka Niepokalanego Poczęcia Najświętszej Maryi Panny,Szkolna 3,3,46-053,Chrząstowice,Poland,50.66419575,18.06691062534495
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Wiejska 6,6,46-053,Dębie,Poland,50.6365242,18.0874941
Parafia Rzymskokatolicka Świętej Anny i Świętej Jadwigi,Wiejska 43A,43A,46-053,Dębska Kuźnia,Poland,50.660899349999994,18.103436046470847
Parafia Rzymskokatolicka Świętego Antoniego,Ozimska 56,56,46-043,Dylaki,Poland,50.7382949,18.19372
Parafia Rzymskokatolicka Matki Boskiej Częstochowskiej i Świętego Wojciecha,Częstochowska 138,138,46-040,Grodziec,Poland,50.704396599999995,18.28119110925997
Parafia Rzymskokatolicka Świętego Michała Archanioła,Opolska 25,25,46-045,Kotórz Wielki,Poland,50.727732950000004,18.069174955954296
Parafia Rzymskokatolicka Świętej Małgorzaty Męczennicy,Sporacka 14,14,46-040,Krasiejów,Poland,50.6709502,18.2477667
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Szkolna 24,24,47-180,Krośnica,Poland,50.6143455,18.1913192
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Częstochowska 8,8,46-040,Ozimek,Poland,50.6791226,18.2168307
Parafia Rzymskokatolicka Opatrzności Bożej,Ozimska 43,43,46-050,Raszowa,Poland,50.5998803,18.1288889
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Powstańców Śląskich 15,15,47-134,Centawa,Poland,50.5106332,18.40546951610306
Parafia Rzymskokatolicka Świętego Walentego,Kwiatowa 2,2,44-172,Chechło,Poland,50.41107485,18.4055258
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Strzelecka 12,12,47-143,Jaryszów,Poland,50.4271994,18.3550409
Parafia Rzymskokatolicka Świętej Elżbiety Węgierskiej,Wiejska 16,16,47-143,Klucz,Poland,50.435597,18.2800248
Parafia Rzymskokatolicka Świętego Michała Archanioła,Skalna 3,3,44-180,Kotulin,Poland,50.464554050000004,18.412767943073376
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Nawiedzenia Najświętszej Maryi Panny,Strzelecka 9,9,47-134,Płużnica Wielka,Poland,50.47161115,18.46683634328801
Parafia Rzymskokatolicka Świętego Michała Archanioła,Lipowa 52,52,44-160,Rudziniec,Poland,50.353389,18.4084647
Parafia Rzymskokatolicka Świętego Andrzeja Apostoła,Strzelecka 4,4,47-143,Ujazd,Poland,50.3908965,18.3508028
Parafia Rzymskokatolicka Wszystkich Świętych,Raciborska 63,63,47-451,Bieńkowice,Poland,50.023377,18.2139635
Parafia Rzymskokatolicka Chrystusa Króla,Raciborska 12,12,47-470,Bojanów,Poland,50.032086899999996,18.16595775296176
Parafia Rzymskokatolicka Świętej Jadwigi Śląskiej,Środkowa 44,44,47-451,Bolesław,Poland,50.005655950000005,18.200105059700206
Parafia Rzymskokatolicka Świętej Anny,Nowa 1,1,47-460,Chałupki,Poland,49.9256259,18.31613491377643
Parafia Rzymskokatolicka Świętej Anny,Główna 50,50,47-450,Krzyżanowice,Poland,49.9813839,18.2613156
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Wojska Polskiego 10,10,47-450,Owsiszcze,Poland,49.9753989,18.22029078002712
Parafia Rzymskokatolicka Matki Bożej Różańcowej,Czynu Społecznego 8,8,47-400,Racibórz,Poland,50.054001650000004,18.191451225114022
Parafia Rzymskokatolicka Trójcy Świętej,Główna 23,23,47-460,Rudyszwałd,Poland,49.9384778,18.2898757
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Główna 19,19,47-451,Tworków,Poland,50.00814255,18.23569668364611
Parafia Rzymskokatolicka Świętej Jadwigi,Rymera 18,18,47-460,Zabełków,Poland,49.9400236,18.3200877
